,Dates,Products,Ratings,Reviews
21,30-Dec-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,5,"Excellent printer and as usual outstanding service by flipkart!! Setting up printer on your own is very easy. Though it lacked detailed instructions on how to install the cartridges on the manual but it is fairly simple. There are videos available on youtube that will guide you and it is piece of cake. Best part of this printer is you can keep it anywhere in home as it has wifi capability. Configuring wifi is very simple. You can give print command on all devices (Phones, ipads, tabs, computer) connected to your wifi router. Overall I think it is the smartest All in One printer available at this price."
22,30-Dec-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,4,nice printer worth the price must buy product at this price. easy access to it & can print easily through phone
23,26-Dec-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,1,NO SUpport for installation. I bought the printer about 1 month ago and still it is of no use to me. Wireless function is pathetic  DONT GO FOR THIS PRINTER
24,01-Dec-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,4,A very good printer received it safe without any damages and delivery took 4-5 days .user interface is good easy to use all features...
25,28-Nov-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,4,"First of all , flipkart service as always has been good.  About the product, the features , initial setup & use are good. However for the proce tag of 8k or 9.5k(original), the build is not great. Its feels so delicate & has to be handled with care.  I dont have any complaints regarding the functionality, its a great feature filled product.  - can we connected via wifi so can be placed anywhere at home. - apps make the connection to printer from mobile easier.  - cartridge original replacement also isnt much costly. - eprint is a welcome feature.  If you can handle safely, this is a good all-in-1 product."
26,07-Nov-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,5,This printer is really great. It offers a lot of features at a very less amount. I suggest this to all.....
27,29-Oct-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,5,Printing quality is very bright. Touch screen responsive enough with direct touch interface. Fast booting and shutdown. Ink is very cheap. With photo print as additional feature. One of the best models.
28,18-Oct-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,5,"good  best productive.  I would say buy in offers, than at normal prices. wait for it. grab it.  The usage of this printer is highlight as it has wireless printing."
29,12-Oct-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,1,I tried to place order for this printer for two days but to no success as it says that the seller does not ship it to the address mentioned. I tried all the pin codes of bangalore but same result. When contacted to the customer care got ambiguous reply. One said it is a website flaw another said it is a company policy that they do not ship. Felt cheated as I am a regular at the flipkart and still got such a raw deal.
30,10-Oct-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,5,"I m using it from past 1 monts and its very good and easy to use, best thing is wireless connectivity. I m loving it completely.aslo bought another piece for my brother and Got this for just 7 rupees on big billion day sale. Loot!!!"
31,09-Oct-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,5,"I got HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer in Rs. 7/- only . And flipkart make it possible. I received it today and use it it is good. I received it two days before the estimated time. I am Thanking flipkart and the offer ""THE BIG BILLION DAY"" . Love you Flipkart.com dil se..."
32,04-Oct-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,4,Flipkart Delivery was Excellent for this product  Order Date : 2nd October 2014 @ 10:45 PM Delivered Date : 4th October 2014 @ 11:00 AM  HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer was good upto now.  Checked for Scanning and Printing upto now they are good enough.  Connected with my wifi Router and installed app in my android mobile   1. HP All-in-One Remote &  2. HP ePrint  with the help of 1st app we can scan & re-size scanned docs too nice. we can connect mobile WiFi directly with this Printer.  Happy to have this printer up to now.
33,28-Sep-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,5,"It works very well as expected and the product reached on time.  The paper got stuck couple of times in the beginning but no issues after that at all.  The photographs also print nice but you cannot print it on small photo papers which comes free with the printer, and you need to buy A4 size photo paper for that.  Overall a great printing experience."
34,25-Sep-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,4,"The printer/scanner does exactly as advertised.  Issues you will face a. The interface is ""slow"" by any definition. The touch is manageable though. b. Be careful with the scanner settings. Don't set it too high as it will take ages to scan.  One very nice thing: The scan and email option is nifty and works properly. (Wish there was scan and cloud though.)"
35,24-Sep-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,5,IT is very good printer and esay to use it .It is awesomeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee printer.
36,05-Sep-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,1,"I had ordered HP 4515 Desk Jet Printer from FlipKart. On September 4th I got a message in the morning that I'll get the delivery. No body contacted me, and then on September 5th morning I got another SMS that your delivery has been deferred basis your request. I never asked for change in delivery date, nor anyone from WS retail delivery team contacted me. When I contacted the delivery person Raja at +91-8754428958, he is telling that my number was not reachable through out the day yesterday.   Can I know why neither toll free nor chargeable number of Flip Kart customer care is working?? Why is wrong information being given by Flipkart when they can't deliver the product on time."
37,12-Aug-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,5,"this printer stands on its specs, i am proud of flipkart as it always delivers the product before the due date!!!!! the customer service it up to remark!!!! as for the printer, what can you say its ""hp"" people!!!"
38,04-Aug-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,4,"I received the product in a good condition, even the product is very good and is working at it best as expected. But I am really disappointed with the shipping of the product, it was shipped through bluedart courier but courier guy never tried to deliver it to my office address (which is 24x7 open) given, first day he took the package back after calling me at 6:30PM and refused to reach to the office address and next day also he refused to deliver to my office address and I have to walk one kilometer to receive my shipment, the box weights 6 kg and I had to walk another 1 kilometer to bring it back to my office address which was painful. I thing flipkart should work on having delivery management much more efficient so that customers are not feeling the pain."
39,06-Jul-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,5,I overwhelmed with the quality of service they offered. I got the product with in 12 hours after i placed the order. And whatever they promotes in their site is of best quality. I never give a second thought to buy from flipcart.  And the hp Deskjet 4515 is too good printer to write a review. I took some photo print . It was very good .
40,23-Jun-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,1,DO NOT BUY PRINTERS FROM FLIPKART!!!!!!!!!!!! THEY DO NOT DELIVER THEM ON TIME AND AFTER TWO WEEKS OF WAITING THEY WILL SAY ITS BROKEN AND YOU WONT GET IT.....REFUND WAS QUICK THOUGH....OTHERWISE THE PRODUCT IS EXCELLENT!!!!!! I DID NOT EVEN RECEIVE THE DELIVERY AFTER PAYING Rs. 500 DELIVERY CHARGE!!!!!!
41,16-Jun-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,5,This is an excellent printer. Has got lot of useful features and print quality is amazing. For 7.5k this is a good value for money you can get. No doubt you can buy this and won't occupy much of space on your table.
42,22-May-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,5,I am very much satisfied . you can print from anywhere through HP Eprint Download and print quality is the best in this class printer .
43,13-May-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,5,"first of all, thanks you very much flipkart for your fast delivery services, the supposed delivery date was 16th May but i got it in two days on 13th and therefore able to register for the hp ink cartridge offer and the product was well packed and preserved(which was my biggest concern as i am shopping any electronic stuff online for the first time). and now few words about the printer. as it is been just a couple of few hours that i have received it, so it will be only based upon my first impression of the machine. - build quality is great - looks are cool and sleek - performance- it printed very well whatever i commanded(though i am just amateur for now and don't want to come to any decision), scanning is great.(but didn't copy anything yet) - one important thing, it is very easy to set-up wireless network(i didn't do anything, everything was performed by the installation disk and printer themselves i just kept on pressing NEXT-NEXT-NEXT-swoooooosh-FINISH. DEFINITELY RECOMMENDED!!!"
44,07-May-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,5,Nice quality printer no problems till now. Delivery in days was quite good in 3 days.Well appreciated this product for home and office use for quality printing.
45,06-May-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,4,Have purchased this HP product from flipkart.com one month back and delivery date was before than the committed date. packing was really good. Web facility still not used.  Pros-  1. Can print without any connectivity with PC through SD card. 2. No back side tray. in and out both are in front side. 3. Copy speed is pretty good. Even draft quality is very distinct. 4. Automatic scanning of only photo from a document is helpfull for faster scanning. 5. Touch screen has given extra man machine interface to the printer.  Cons-  1. Scanning speed in 1200 dpi is very slow particularly for photo. 2. cartridge filling guideline is not clear. 3. Web fetcher could be offered without additional device 4. Could be offered with standard cover to protect from insects. 5. Plain paper printing is in less contrast than screen resolution. 6. User manual is not in detail.
46,20-Apr-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,5,"My first choice was Hp. I was looking for something at rs. 3000-4000. But low priced products have a habit of making problem. My cousin was using hp for 8 years. He said ""If you are going to use it for quality work, always go for hp. And go for models priced between rs. 8000-12000."" And this printer has everything I needed. So i bought it. It was delivered 1 days before the delivery date. Well packed by flipkart. And the price was lower than market price. It works really great in both photo and paper print."
47,05-Apr-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,5,"I just received my printer yesterday and it's functions and performance is excellent. With its wifi function,I am able to print anything from my IPad & Mobile Phone and I can even scan anything on to my iPad or Mobile Phone, the speed of printing is also very fast, even I can print both sides of the paper without even turning the page around. I would also like to mention about the very fast delivery by Flipkart, I received my printer in just 1 day."
48,22-Feb-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,4,"Printing quality is stunningly beautiful. Scanning too is just fine. However I usually face problem with the connectivity over WiFi.   The printer gets connected to WiFi every time I switch it on, but doesn't show up in the computer. Everytime, have to run the HP PC Doctor to fix this problem. But overall the Printer is amazing."
49,18-Feb-2014,HP Deskjet Ink Advantage 4515 All-in-One Wireless Printer,5,"i have been using it for about past 15 days.it is working awsome.  pros  compact and not very big  best print quality takes about 10 seconds to print black and white page and 15 seconds for a coloured one many good features inbuilt like web print,quick forms, WiFi,WiFi direct and lot more scan quality excellent  cons  nothing as of now but ink is consumed much faster as i noticed.  but very good for home use not office purposes.i would recommend it to every one"
50,13-Apr-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,4,"Got the printer delivered in a day! Thanks FlipKart :):) Good printer, was disappointed when I saw the size of the cartridge (small), I've applied for the HP offer, I hope that I get another cartridge from them :P. Color print quality is too good, but ink consumption is very high (again due to size of cartridge) 15% drained after printing a color photo on to a A4 sheet. Hope there are other ways to refill the cartridge..   Setting the printer up using WIFI was tough (No WPS), had to use the arrow keys to select characters from the printer Display. But if you have it connected via USB, the PC software should help in getting connected to WIFI. loved the Air print feature!!, works like a charm from android tablet.  Cons: Small Cartridge (Less number of pages print out), and replacing cost around 450/-, unless there is a way it can be refilled cheap...  if the cartridge is locked with your printer using the web management console, it cannot be used on a another printer.. I find this a lot disturbing as it would be hard to self recycle the cartridges.. (Hope cartridge never gets swapped when giving it for refilling)  EDIT: Cartridge are easy to refill.. Simply pull the sticker off the top and push the ink into the holes using a syringe.. Be sure to purchase good quality ink!! :):)  Edit: 13/05/2014 I'd recommend buying GoColor HP Premium Quality Inkjet 100 ml x 4 Colours (Dye Ink) Cyan Ink and GoColor 185gsm Photo Paper Unruled A4 Inkjet Cast Coated (Set of 1, White) for best quality photo printing!!   Photo printing quality: Awesome!! Just ensure that you have good photo paper.."
51,11-Dec-2013,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,3,"About Flipkart I bought this product 3 weeks back. The purchase via flip kart was the best thing i have done.   About the Product The product is very versatile and user friendly. Very useful for home use. Wireless printing option, quick setup are all nice features. However, i find one limitation. Photo copy can be done page by page and you don't have a tray where you slide in more than document to get all copies out at once. When preparing presentations. assignments you tend to copy articles or information from various sources, compile them and slide all these papers to a tray and the output copy is automatic through one outlet. This feature is missing in this 6000 Rupees+ printer. The consumption of Ink is very heavy. I recommend you to buy this product if usage is limited and you print less than 50 pages a month."
52,11-Oct-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,1,"I had ordered this printer which came with 3 offers: 1. 10% off 2. Free Cartridge Black 3. Another free Cartridge Black  However post the order was placed, one of the free cartridge was removed on the context of that it was free only until available stocks but i fail to understand:  1. Why the order went through and was accepted when the stock of cartridge was not available 2. How could they remove one free cartridge on the context of stock not available but at the same time deliver the other free cartridge.  Flipkart needs to follow ethics if they wish to remain in market else they will lose the trust of customers"
53,29-Sep-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"So I'll Go into each and every first look detail I can get into.  Received this printer today & paid 5499 for it including the next day delivery system which costed me 90rs more. And I have to say that this printer is just awesome. When I first turned it on there was a neat and tidy setup wizard which helped setup the country/region & wifi. The printer can also automatically connect to the internet to download updated firmware. it can very easily print through Google's Cloud print technology as well as through HP's very own ePrint app. Its easy to maintain this printer and one can even close its tray with about 5 to 6 papers already loaded in it, so every time you might want to print a thing or two you won't really need to load papers in it (just sayin'). I've printed the test page and aligned the printer by scanning the very page (the printer told me to do that) and everything works fine. Although I did print only two or three coloured pages with it still the tri colour ink seems to have dropped quite a healthy amount. But then again I guess it's normal. So,  Pros:- 1.) Sleek design and fits comfortably under that small compartment you have on your desktop pc's table. 2.) Is Wi-Fi ready which just makes things a lot easier. 3.) Scans the SHIT out of stuff in an extremely descent quality and sends the scans to either your laptop or to your smartphone (there's an app for everything) 4.) The installation/uninstallation of cartridges is extremely easy 5.) Since everyone would now print over Wi-Fi, the USB cable which came with it can be used to hang your clothes! 6.) Auto sleep feature (Sleep Not Turn Off). 7.) Can also print via Wi-Fi direct which I think is a really neat and noteworthy feature. For all those who don't really know what Wi-Fi direct is, just think of it as the printer's capability to print files from your Wi-Fi enabled devices even if you don't already have a Wi-Fi router at home. So to all those people who are saying that one shouldn't go for this if they don't have a Wi-Fi setup at their home are totally wrong. With this printer anyone with a Wi-Fi enabled device can print stuff. This is basically done by the printer hosting it's own Wi-Fi network and all those devices who would connect to that network will be able to use that printer and everything else is the same. 8.) Duplex Printing allows the printing on both the sides of the paper without having to manually do that. This is an extremely useful feature. 9.) Can accommodate different sizes of paper like A4,A5,B6 etc.  Cons:- 1.) The scanner tray isn't adjustable so thick books etc are so not going to fit in there. It is good only for thin stuff. 2.) The Photo Copy Function, when used, has three Ink Intensity Levels viz. light, medium & dark. Of Course one wouldn't usually use the Dark option but even the Normal option just uses a lot of ink. The light option however, is totally worthless and one could have problems reading the printed output because of it. Only if there was an option somewhere in the middle of Normal & Light. 3.) The UI on the printer's LED is not eye catching, but it does the job. For some it might not even be a con.  All in all, a really nice product and i'm satisfied with it. Cheers to Flipkart! :)"
54,17-Apr-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,4,"well to start with its a good purchase over all,  pros, pros, 1. print, copy, scan all tidy and quick 2. wireless is the biggest boon, you can use it from your mobile also(just download the hp app from android market)  cons, 1. ink consumption is a factor,  2. still to find p.s - don't get fooled when they say 450pages on black cartage or 150 on colour, what they mean is if and only if you go on printing 450 pages of plain text that also within 10-15 font size, same for colour. hard learned lesson."
55,17-Feb-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"I bought the MFD on Day-1 at 10:30 am, the printer was delivered at my doorstep on Day-2 at around 10:00 AM, as I opted for ""In a Day delivery""  now as for the printer, it was a breeze to do the initial setup, and the using the wireless feature, I tested printing using various methods (talking abt wireless because USB/Wired printing is a staple feature).  1. Connecting to the home wireless network was easy using the inbuilt tools. 2. After installing the device drivers on my laptop, it was easily able to do all the tasks wireless as it can do via wired connection. (Printed 2-3 document over wireless worked flawlessly). 3. Installed the HP ePrint tool on my Android phones, and was easily able to print any document from phone.  Point 2. and 3. do NOT require any internet connection for printing, just a wireless home network.  4. I was also able to configure the printer online on HP ePrint site, and able to configure the printer, then was able to send a mail to it and it printed the mail and attachements int it. (There is a limit to maximum size of email and attachments and size of attachments)  Point 4. requires a working Internet connection to work. you can send a mail from office to your printer and your print will be ready waiting for you at home.  5. The printer supports Automatic dual side printing, which is very good in saving precious paper (Save trees and Print on both sides of paper, and print only what you need essentially)  6. The print resolution is great, by using a good photo paper such as from Kodak or HP, you can print good quality A4 size picture to get framed and to put on display in your home.  7. Ink level seems good till now, (after printing about 40 Pages of mixed colors)  8. B/W print sped is quite good, though first page out take a bit longer.  9. Color printing is a little slow (Owing to the high DPI of print resolution I believe).  In all I am quite happy with the product till now, it fulfills all my printing and scanning need, without the hassle of connecting a USB cable to my Laptop everytime I need to print something, I can easily give a print from my couch or bed or table. :-)"
56,12-Dec-2013,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"Printer got delivered as usual in 2days, cheers to Flipkart for continued service. I tried this for about a week and then giving comments here. My previous printer of HP C6188 which I owned, had an issue of LOGIC BOARD problem and am unable to repair it, as there are no spare parts in original available. Agencies of HP said, its repairable but no guarantee and that too it would cost 3k. Thought will go in for new and I bought this. Just amazing results on scan, copy, print & photo. I have tried all of them and for sure to say, the ink level just maintains to the level, still I can take 50 prints. No sound, quick in access. When I called flipkart to check whether they have AIRPRINTER portability, no one had even know, what is AIR PRINTER and after explaining for around 2 min, they said blindly ""sorry, not available at the moment"" . I went through HP website and found this wonderful printer and got it for 6700rs. I tested to print from my mobile, ipad, blue tooth connected laptop and desktop....just smooth & best performance.  Kido's to Flipkart for an Genuine product selling. Customer service team of Flipkart, please improve product knowledge skills. This is most important.  V.Madhusuden"
57,06-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,1,I got the printer yesterday. Bravo to flipkart delivery( one star is only for your delivery service). I immediately plugged it in and i found that the cartridge is getting jammed even when I removed all the packaging. I tried to remove and reinsert the cartridges but no use. so I thought lets see how scanner works. Again even scanner doesn't work. It shows device is not connected.This is the same scanning issue I had with previous hp printer that's why I got this new printer. But I got these annoying problems from the very start I started the device. I was so frustrated yesterday with this printer. This is ofcource not acceptable from brand new product and I hope I get replacement.
58,12-Mar-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,4,Bought this a month ago to replace my ageing HP deskjet all in one. It has all the features you'd expect in a modern all in one. Everything works wireless-ly and the setup is smooth - you need to set aside 45 mins for it the first time. Have not seen any downside so far. Flipkart delivery was awesome as always.  But beware the Rs.1000 brand offer! I have submitted the details required to HP on 17th Feb and got an acknowledgement but no word or gift yet! Flipkart customer care is clueless - they even gave me the wrong HP contact number! Please buy assuming no offer exists!
