,Dates,Products,Ratings,Reviews
15,21-Mar-2015,HP 7 Voice Tab,4,"I order it on 24 Feb and received it on 27 packaging of the tab was very nice.  Pros 7 inch screen  5 mp rear cam is good Video quality  Sound quality Quad core processor is good , I play some high-mid games and it runs perfectly  Cons Front cam is worst Battery life is average  Overall it is a very nice tab in this price range but this tab is not for selfi fans"
16,18-Mar-2015,HP 7 Voice Tab,3,"I am not sure if the videos i am playing are not enough with the required resolution for this tab, the video quality is very poor. Please advise if i have to look for any video formats or is really the video quality for this product is BAD?"
17,16-Mar-2015,HP 7 Voice Tab,1,i bought it in rs.10999 and its price after the day i purchased was rs.8500. cheaters ...............................................................................................................................................................................................
18,13-Mar-2015,HP 7 Voice Tab,2,worst.........  wifi connectivity problem  they repalced this with another one.....  but issue repeats.........
19,04-Mar-2015,HP 7 Voice Tab,3,3G conected poorly but 2G satisfaction why not 3G conected best its quastion otherwise all oves best pruduct
20,07-Feb-2015,HP 7 Voice Tab,4,"Good Tab under 10k, no complaint at all. Battery had problem initially, HP service center replaced the product. Moreover HP gifted 2k myntra coupon...hurrrey"
21,28-Jan-2015,HP 7 Voice Tab,3,i received the tab . tab looks very good and has a decent display. internal memory fro use is around 4 GB out of 8 GB. but when i am shaking the phone in hand some sound is coming from inside . may be battery loosely fitted or somthing.. so if some one has already faced the same problem kindly share this problem.other wise the performance is good.
22,22-Jan-2015,HP 7 Voice Tab,5,"I have purchased this tab after evaluating with samsung, asus & xolo tabs. I am fully satisfied with this tab/phablet."
23,16-Jan-2015,HP 7 Voice Tab,5,"The design is Very good . Speakers are loud Enough . Display has wide Viewing angles . Though the PPI is not that great . Good Processor . 1gb Ram for Everyday usage is Enough.  Battery Backup is Awesome . Mid- High Games like Asphalt 8 , Dead trigger 2 , Six guns.  Run perfectly on this Device .Rear Camera is Good But Front Camera is Below Average . Below 15k I would Recommend HP Voice Tab 7 ."
24,10-Jan-2015,HP 7 Voice Tab,4,Writing this after using for a month. Purchased it from HP online store because they are giving 2000rs worth Myntra coupons. Nice voice tab as name states.  Pros :  Display - 4/5 Speakers - 4.5/5 Touch - 4/5 Speed : 4/5 Build : 4/5 Internet speed : 4/5  Cons :  Camera Front : 1.5/5 Camera Rear : 3/5 Charge : 10 hours if you are games freak and browsing. If only calls then comes for a day.  Excellent voice tab at this price can go for it.
25,09-Jan-2015,HP 7 Voice Tab,5,i am happy to have it. so far no problem. its have big screen thats what i need. and i am happy bcoz i like hp products :)  its bit heavy so not good for gals... but for big guys like me.. its good one.
26,07-Jan-2015,HP 7 Voice Tab,5,"THE TAB ARRIVED IN A DAY ,THE FIRST LOOK AT WAS STUNNING,THE TOUCH IS VERY RESPONSIVE,MOUNTED WITH A GLASS LIKE TOUCH,ITS VERY SLEEK AND STUNNING,PROCESSING IS VERY QUICK AS IT COMES EQUIPPED WITH A 1GB OF RAM,BROWSING BECOMES VERY CONVENIENT WITH AN OVEL MOUNT EDGES PERFECT TO HOLD IN THE HAND,ALTHOUGH THE CAMERA IS NOT AS GOOD AS EXPECTED ITS QUITE GOOD AT DAY LIGHT IMAGING,THE SENSORS WORK QUITE GOOD AND ITS A BEST CHOICE IF WANTED UNDER 10000 RUPEES,IF WANTED TO BUY IN OTHER STORES ITS EXPENSIVE THAN THE PRICING OF FLIPKART. THE BOTTOM LINE OF THE REVIEW IS THAT ITS A GOOD CHOICE IF YOU ARE WANTING THIS HP 7 VOICE TAB"
27,31-Dec-2014,HP 7 Voice Tab,5,"dear flipkart,  kindly launch the flipcover for hp7 voice tab with exact size.  please make it avail as soon as possible"
28,25-Dec-2014,HP 7 Voice Tab,5,"- Good device within price range of 10 K, best combination of phone and tablet  - Purchased it for 10,299 from flipkart   - Got Myntra gift card worth Rs. 2,000 also which was utilized while buying stuff from Myntra (you need to fill up online redemption form, gift card is emailed within a week by HP)  - Easy to hold  - Secondary camera is useless  - Primary camera (5 MP) - produces average pictures. If you are concerned with camera quality buy high end phones which cost more than 20K. HP has provided 5 MP camera in this device which is normal in this price range. You will get 2 MP camera in Samsung Tablets which cost around 20,000 !  - I am really surprised why some customers say volume is very less. It seems that they have not used the device. The fact is that volume is so high that you cannot hear music and FM radio at full volume with headset provided by HP. So is the case with call volume.   - Setting ringtones of your choice might be difficult for some of you. If you have received ringtone through bluetooth/whatsapp/PC/Laptop etc, you need to first install HP File Manager and then go to relevant folder(music/bluetooth etc) in HP file manager and then copy the ringtone(s) and then go to ringtone folder and then click on paste. After doing this, when you change handset ringtone in setting>sound, you will find ringtones in the list of sounds  - HP Support service is very good. You just connect you device to internet and then click on HP Support app in ur device, you will be connected to chat specialist who can assist you with any problem you experience and provide solution for the same.  - Don't buy HP Flip cover which costs Rs. 1299 from HP Website because it is big for this device. Leather portion from all sides is coming out which creates problems while holding the phone.  - Screen protector is available on flipkart.   In nutshell, except camera quality, it is not less than my samsung galaxy note"
29,18-Dec-2014,HP 7 Voice Tab,4,I read a review saying no Scratchguard available. Well here goes and it's availabe at Flipkart.  http://www.flipkart.com/karpine-scr10069matte-screen-guard-hp-7-voice-tab/p/itmefyy3v7fqhk9j?pid=ACCEFYY35DDVPAG3
30,17-Dec-2014,HP 7 Voice Tab,1,"This is by far the worst product I've used, I never thought that HP would launch such a product.   Flipkart service is of course The Best in terms of service, but I did not have time to order it here and wait for the delivery, so I paid 1000rs extra in the HP IT world and purchased it, and it came out to be a defective one. The Circuit board was shaking inside the tablet, batery back up was less than an hr even if not in use, data conections was not working, so I had to run around from the store to service centre on and off several times, finally they replaced a new piece.   However the product is so crapy, camera quality is so worst for 5MP, worst than VGA, in low light it is pathetic! Hardware quality is so cheap, display is also like a cheap China phone, speakers sound quality and volume is so low. I did not check the performance yet, I don't think it will be of any good too. I would strongly recommend not to go for this product, I would not even give 1 star for this."
31,01-Dec-2014,HP 7 Voice Tab,5,I purchased this tab 10300/- in outside store and got 2000/- worth myntra coupons as well.Performance is too good only problem is right now no covers available for this product. --Display is super --very good design --Battery backup is ok --25GB inbox storage
32,21-Nov-2014,HP 7 Voice Tab,4,Its a nice tab. No lag in asphalt 8 and other games. 4 star because of camera.Camera is not up to the mark. Back camera is fine but bad flash and the front camera is only for name. This tablet gives you a better performance.
33,18-Nov-2014,HP 7 Voice Tab,3,I am Buying HP 7 Voice Tab. I Received And Open the Box. When I Am Checking My Tab Is Not Working & Software Is Not Update And All The Apps Are Not Downloading Properly. Really I Am Suffered. I Went To Hp Service Centre. They Said The Tab is Not Working Condition. We Will Give You The Conformation Letter From where You Buy Please Return The Tab Immediately. Guys Please Don't Buy HP Tab Product Beware. Its Very Very Useless Product.
34,11-Nov-2014,HP 7 Voice Tab,3,I got the first HP 7 VOICE TAB i have a problem in power key and volume keys is lose so i ask for replacement. The new replacement order tab is same problem volume and power so please tell me keys are like that... other wise tab is good.
35,06-Nov-2014,HP 7 Voice Tab,4,Why the heck is its screen guard and flip cover not available in market why only at HP secvice Center.. -_- But Overall The Product is Very Good in its Performance..
36,05-Nov-2014,HP 7 Voice Tab,5,this tab very very good and lo cost of the this tab is working speed good. and this tab maintance also easy. very good company.thanks to hp
37,04-Nov-2014,HP 7 Voice Tab,5,"Thanks Flipkart,this phone was in my hands within 24hrs of placing the order!   camera and video quality are good >good processor >internal storage 8GB >7"" HD display > good looking body and design and as you can see specs of TAB everything is good"
38,31-Oct-2014,HP 7 Voice Tab,5,TABLET WITH FLASE IS THE FIRST tablet. wow nice mobile camera qualite is too good  it's prosses is very easy
39,22-Oct-2014,HP 7 Voice Tab,5,"I haven't heard anyone talking non-sense about this tab, they like the quality, brand, working, no heating issues, works like a charm  But My question is,  1. Why is this not on GSM Arena?  2. Is this a a HP slate 7 Voice Tab's single sim version, are they same?  Please answer guys is there anything BAD about this tab?"
40,17-Oct-2014,HP 7 Voice Tab,5,I would like to know whether this tablet can play Full HD video i.e 1080p. Anyone please reply..........................................................................................................................................................................................................................................................
41,14-Aug-2014,HP 10 Tabl,3,"Got the Tab few days back and observed that the USB port adjacent to HDMI port doesn't work. Thought this might get resolved through patch updates but no luck so far. Moreover the devices product code, part number, serial tag sticker is missing and unable to register this device with HP for Warranty support; Infact I struggled a lot to find a mention of this product in HP websites. Camera is pathetic and the device shows 764 MB RAM (instead of 1 GB). The product is quite heavy too if one intends to hold it to use without any support.  This plays movies and multiple games in parallel quite well but with faulty USB port, dead weight, missing warranty information, not sure if this is worth the cost.  Suggest to look for alternates and keep watching for future review/updates as I struggle to clarify on Warranty and seeking replacement from Flipkart.  --- Got replacement without any hassles and the new Tablet had serial number sticker. Flipkart also provided revised invoice with serial number. The problem with USB port continues in new Tablet too. Seems this USB port is not meant for data transfer and HP service desk is checking further. No other issues with this tablet otherwise. ---- Final Update (3 Sep'14) Got confirmation from HP support team that one of the USB ports is meant only for keyboard/mouse and not for data transfer. So in effect there's only 1 USB port for data transfer (and this is used for charging too).  Flipkart team should check on this and change product information appropriately highlighting that only 1 USB port works for data."
42,05-Sep-2014,HP 10 Tabl,1,Pros: Nothing  Cons: USB Slot Doesn't work. An already used piece was shipped. Memory Card Slot doesnt Work. Performance Sucks. Display Sucks. Suitable Cases/Covers not available in the market. Screen Guard Not available in the market. Fragile SIM Slot.  Just a piece of metal and glass. Thanks to flipkart for accepting my request for return. I have now ordered Digiflip Pro for which also I see lot of negative reviews. I pray that people who are planning to buy this tab should read this review and I request them to go for some branded Tablets.  This Product is not even worth for 5000 Rs.  P.S. I usually don't give very harsh reviews like this. But I couldn't control myself writing a review like this.
43,30-Sep-2014,HP 10 Tabl,4,"The MRP of this product is 20K. If you buy it at this price people will classify you as a moron. But buy it from flipkart at 13K, and you will save yourself a lot of public redicule!  With that said, I would like to point out that if your budget can stretch by a few grands more, BUY SOMETHING ELSE. But if you are 'poor' like me, this is a good choice.   I am a teacher and in the past one month I have found its best utility as a laptop/desktop replacement for giving presentations in class. Just like a laptop, I connect to the projector using WiFi. I can also connect the projector using the mini HDMI port. I have used it in two conferences and have had no issues when I needed to make minor modifications to the presentation. Kingsoft is awesome! (I am also given to understand that there are a few Latex/Beamer editors for Android, though I have never tried using any.)  The battery is decent, but nothing to brag about. With full charge, it would last for a couple of days on standby (flight mode). But if I play Gunship Battle Helicopter it dies out in less than 3 hours. I get to watch about 4.5 hours of movies with full charge.  The screen is an average one. But IMO it is not a deal breaker. I have read hundreds of pages of research papers and student assignments on it and never had a problem. Use it with airplane mode and the battery will last for 24-36 hours.  Points to note: 1. The memory card was not detected initially. But as soon as I connected the tablet to WiFi it showed that a number of updates were ready to be downloaded. After the updates everything was working perfectly. (I couldn't find a preinstalled file explorer, so I downloaded ES File Explorer. Now I can access my files and folders directly.) 2. If you play a lot of games with high visual effects, is tablet is definitely NOT for you. You will hate the battery, and, maybe, the processor too. 3. It comes with no bloatware, and very few preinstalled apps. 4. It is great for reading book and papers. 5. The front camera is OK for video conferencing. 6. But the biggest problem with this tablet is not the tablet itself, but the fact that you will not find any accessory for it anywhere. The tablet cases available in flipkart are actually generic 11"" cases. I have not yet found a screen guard. I am using a flip-fold case which I purchased from shopclues for Rs. 299. But the height-width ratio don't match with that of the tablet, and about an inch of the tablet sticks out of the case. But this has been advantageous as I can directly take pictures without having to take off the case. (I do not encourage people to take pictures with this gadget. Use your DSLR, or your phone instead.)  If anyone has any idea about a screen guard which I might be able to use please let me know."
44,11-Jan-2014,HP 10 Tabl,5,"HP Looks to speed ahead on the Tabs toooo.  Late entrant but superb product, Bought this product in the offline but ,is a great buy...  Once switched on it showed some new update for new re partitions followed by a stability update.. I updated the system.. works flawless n very stable.. Processing speed is Excellent,and great for multi tasking...Use it for Excel sheets,video ,and social media all at once,worked stable and great experience Happy wit its performance.."
45,10-Aug-2014,HP 10 Tabl,4,"I got this product delivered on 25.07.2014. Simply super tab. I mainly ordered this for the size - 10 inch. after one month of research from various online shopping sites, finally landed up in this. its really worth wait.  Pros:  * display clarity * speaker * speed  * size - ideal for elders and kids  Cons: * as expected - camera quality. But still appreciations as it performs decently in day light. * weight - slightly heavy . But survives harsh handling by 2 yr old kid. Will get used for carrying in a day or two. * not compatible for few apps like viber , taking tom etc.  * very few per installed apps  overall a very good product from a big brand at a good size and affordable price . Service, packaging by flipkart were excellent as usual. Almost every product from flipkart gets delivered at least 3- 4 days ahead the delivery date."
46,16-Jul-2014,HP 10 Tabl,5,"Very good to use. Value for money. Very Useful for reading and seeing videos Net speed is remarkable. Playing games are very interesting. I recommend all to purchase This product with full confidence. There is only one negative is, voice calling is not Available in this device. It is not a major issue. Thanking for flipkart service."
47,11-Sep-2014,HP 10 Tabl,5,"I bought it through Flipkart and got the delivery in spotless condition. Thanks for that.  About the tab. For 13000 bucks, it is difficult to imagine a better 10 inch tab. I say this because, HP has got a brand value as well.  The built and feel is good enough. Touch is really responsive. Speed is fine. What stands out is the battery life. My niece plays games many hours a day, still I did not have to charge the tab even once in two days. I've applied a screen guard from a local shop and bought a leather pouch as well. The Tab easily handles all my jobs, such as email, skype, browsing, reading and movie watching.  Overall, very happy."
48,01-Sep-2014,HP 10 Tabl,1,"Crap, Outdated, waste of money. Please don't buy this n waste yo money. there are much better tabs at this range. dont choose this."
49,16-Jan-2015,HP 10 Tabl,5,"My wife works as a teacher in govt. school and wanted a tablet . Need was for a 10"" screen, as the use was in the classroom, meanwhile didn't wanted to take risk with costlier tablets ( you know the how these kids handle it ) . After a long research I zeroed in on HP 10. I got scared after reading few reviews, Rs. 10899 for a 10"" tablet that too HP brand and with SIM slot ?? I ordered on Sunday and waited for a monkey ( if you throw peanut.. ). I was quite anxious and I paid Rs. 90 extra for next day delivery. Got a prompt delivery on 12/1/14 and I was into a pleasant surprise !!   It is decent package. We have been using for a week and didn't utter ""oh sh.."" even once. We have downloaded many apps, games, movies and tested. I'm happy with speed, display and battery performance . It may not compete with its richer brothers and cousins, but does it job pretty well. Believe me, for peanuts I didn't get a money, but a good tablet indeed. Planning to buy one for my 8 years old son and gift another to my brother's daughter.  I have rated the product 5 star in its range of price and screen size. Swift and Landrover shouldn't be compared on the same scale you see.  If I write more, I may sound like someone from HP marketing.   This product seems to be available only through e-retailing. Not through any of the brick & mortar showrooms, including HPs. Does that matter ? At least not for me."
50,02-Oct-2014,HP 10 Tabl,1,"HP seems real interested in getting movie stars to advertise for their products. However, they seem to have great difficulty in getting their basics right.   I called up the help desk to check on whether they had any updates to the issue of the non-working USB port. This seems to a constant theme across all complaints posted on Flipkart. It was extremely annoying to have to be transferred 3 times amongst different departments. The real shocker was when the help desk guy couldn't recognize a product that he is supposed to support. Needless to say, the port still does not work and no updates have been issued yet.   Thankfully the microSD card works.   I own a Nexus 7 as well. After almost 2 years it still works like a charm.   With this tablet, you get what you pay for. No wonder it's selling at 13k. They have probably rounded up all tablets that weren't selling someplace else and dumped them here. I would henceforth be extremely cautious while buying HP products."
51,01-Nov-2014,HP 10 Tabl,4,Feared until it is delivered because of the reviews written against it. Delivered on the the date of the of delivery mentioned by Flipkart. Both the USB do not give trouble.  It works fine. Bought it because of its screen size. Bought it as a replacement for the mini laptop because of its weight for my journey outside my hometown. Hope this will suffice me as a hybrid between laptop and tablet for the present work that I am involve with. It will not be right for me to complain when I bought a 10 inch tablet for Rs. 9899/-
52,26-Sep-2014,HP 10 Tabl,5,Looks good and works good. I recommend this product.  I have not yet gotten any Problem and expecting good working condition in future
53,30-Oct-2014,HP 10 Tabl,1,"Brought HP 10 Tab on the mega sale -6th october.. The charging port is not working .Since it is within the replacement period , The Flipkart executive says that there is no stock therefore no replacement. But the flipkart website shows availability of HP10 tab. Amazing Flipkart......"
54,16-Oct-2014,HP 10 Tabl,1,"It seems flipkart is not taking any responsbilitynto verify the products which are getting delivered.   I am asking one simple question.   I recived a tablet which i orderd. My model number mentioned on the bill matches with the model name on official website,However my product name which is printed on tablet does not match with the same official website.   I complained on customer care yesterday. They said they will arrange call back for me however no response yet.   I demand immediate answer. It seems this is not genuine product. No where I can find this product name on official website And you can't sell duplicate product saying its 100% genuine."
55,07-Oct-2014,HP 10 Tabl,1,"It is an ok product for the money, but the SD card is not usable. The table doesn't allow you to create folder from your computer. Also doesn't mount the card automatically if the tablet is restarted. The card needs to ejected and plugged back in to be recognised, and that too in ready only access."
56,01-Sep-2014,HP 10 Tabl,2,"My tablet is not able to read and write from SD card. Tried 2 different SD cards. These cards works on other phone and card reader but not in this tablet. Asked for replacement. It's my 1st replacement request from flipkart. let's see how things works. Some apps not works on this tablet like Google hangout does not support camera in this tablet. this problem may be related to this piece only. lets see, will give feedback if i receive a new piece. other crons - a little heavier side. but price is good."
57,25-Jul-2014,HP 10 Tabl,4,"It may not be Amazing like claimed in a earlier review but it works well. The Camera is just a So-So. You are stuck with 4.1.2 JB version of android. This is NOT HP Slate 10 HD, although the specs are quite similar. The weird part is the 2x USB ports. The USB port right next to the HDMI port does not seem to work. I thought this was a problem with the unit I got. Flipkart even sent me a very quick replacement (awesome service, by the way), but it just does not seem to work. The data transfer rate via the other working USB port is horrible. I think works at around USB 1.1 speeds.  For ex. Transferring 4 GB of data takes around 40 mins.  The best parts i like with this tablet: - Very responsive touch screen - 3G works well with Normal Sim (you do not need a micro sim) - 10.1' diagonal screen is just right for me. (very nice for watching widescreen vids) - Audio is not bad. (but not Beats audio like HP 10 Slate HD or the old HP TouchPad)"
58,08-Nov-2014,HP 10 Tabl,2,"does not have kitkat does not get updates does not have a good performance does not support full hd does not have a suitable screen guard does not have good design does not have a light weight body does not get customer support once you mention you are calling for support for a hp tab 10 does not have a good warranty period DON'T BUY IT, SAVE YOURSELF"
59,06-Oct-2014,HP 10 Tabl,1,"Hey team....you people have done it again ....why you people have increased the price again this time, when people of India is flooded with many offers. This product is not worth of the price you are offering now. This is CHEATING to the people of India. Please don't do this. Zilch Star for this."
60,13-Sep-2014,HP 10 Tabl,5,"I had worst experience with Flipkart, First I bought Tab, SD Card slot was not working, The display looks like china mobile, the charger pin is not intact It took a week for flipkart to get back to me, When i asked for refund. They said its not possible and they gonna replace it with another carp piece of the same Do no buy any Electronic items form this site, Even if it cost couple of bucks less."
61,29-Aug-2014,HP 10 Tabl,5,"Just second day of use. My first impression, this product meets my expectation. Just Value for Money.  My primary use is  1. Reading 2. Watching YouTube videos 3. Emailing 4. To some extend chatting.  Product is light weight and looks sturdy too..  Will write back in this space after a month and revisit my comments. Also share some more experiences.  Flipkart delivery is the best. No one could match it till today."
62,24-Mar-2015,HP 10 Tabl,1,"Hi , if we see the product price it is showing rs 9999/- but where as actually if I want to place the order it showing rs 12,485/-"
63,23-Mar-2015,HP 10 Tabl,5,"Good Tablet, I have purchased from Flipkart, got fast Delivery, My Kid is enjoying with this Tab, This Tab supports Higher End games also. Good Battery Back Up. Totally Satisfied."
64,18-Mar-2015,HP 10 Tabl,4,Tab is good but the product delivred is damaged. So i returned twice. I am happy with the flipkart service.
65,14-Mar-2015,HP 10 Tabl,3,"HP 10 Tablet (8GB, WiFi,3G), Silver  The Product is up to the mark whereas the provided Description is concerned)  For Everyone who plans to BUY a tablet this one or any other needs to very well understand (3) things:   (1)  (2) You hardly don't need to clutter your device by things you don't use. (3) taking it into consideration for a Longer/Future or present Usage Advantage  Here is my (A) TO (Z) Usage - Description of the Product used within hours of Purchase.  (A) No ""Re-StarT""(Option Available/ Only ShutDown/ & On Again possible) (B) Decent Enough (C) ""BAD"" - Clicking Pics/Selfies/Videos etc. Don't even think about it' It's just Extra Ordinary, Very Cheap (D) ""Fabulous"" (though I am yet to try Bluetooth Tethering/Internet, Other than that, it works well when Paired. (E) "" NOT-PRESENT"" Get it from Mobogenie & Transfer the (APK File) via BlueTooth and Open/Install. (F) (Note) is only for Printers that are ""E"" Friendly (which have WiFi/Bluetooth comparability etc. (G) ,though need to check on to it precisely. Depends on What an how you Use.(Will update Soon) (H) DONGLE SUPPORT (Did not Worked)/ . (I) ""No Manual/Only WARRANTY-CARD""/NO EARPHONES/(Only USB-CHARGER & Cable/ScratchGuardCoated TABLET) (J) /HotSpot Dithering ""Decent Enough"" (K) ""Did not worked in my Case) (L) Not user Friendly, Only 2G Available/ Connectivity Lags, Vanishes, & (One has to wait to fetch it back). (M) + SPACE/MEMORY AVAILABLE OUT OF ""8GB"" DATA. (N) "" Awesome/No Lags/Works really Smooth. Real Quick Performance. (O) "" Processing Speed is a Darling Advantage/Works Super Fast Flawlessly. (P) Where?/Did not find any until Yet. (Q) ""It's NOT THERE"" Believe Me' Does not Matter at all! One can Download it, Why would Anyone though. Who uses it Now? (R) Quality is ""Half Times Less than that of a Laptop"". With Plugged in EarPhones its pretty Decent. (S) Still have to Check them out. Haven't come across them yet. (T) Still have to Check them out & Use them. (U) Yes the Tablet is pretty Heavy. (V) "" DECENT"" /Front generally looks same of all Tablets/ Back"" Any1 Hardly Notices.(Wish it had Macgrow Look/Feel) (W)"
66,24-Feb-2015,HP 10 Tabl,4,"Bought this tab for my mom, so that she can access facebook, mail and youtube ...... It solves the purpose really well ...... Battery life is decent, doesn't hang ...... Giving optimal use for the purpose bought"
67,20-Feb-2015,HP 10 Tabl,5,"It's give more feature , performance then price paid. I'm quite happy & satisfied with it after using for 3 months. thanks"
68,19-Feb-2015,HP 10 Tabl,2,"Got it in big billion day , for ten THOUSAND ruppees , i think  Flipkart need to work harder in supplying quality products ,  These days flipkart quality is declining .   And yet flipkart does nothing about it"
69,16-Feb-2015,HP 10 Tabl,4,This this does not have a good processor but its good for reading ebooks and whatnots. Light weight apps will be fine.
70,10-Feb-2015,HP 10 Tabl,4,"Before exploring about product, firstly I want to inform you all that I receive this product in just 1 day. Fantastic Delivery process of Flipkart.  I order HP 10 Tablet, and this is just awesome, touch is great, accessing speed is very fast. Once you switch on the Tablet, it shows new update for all apps. I updated the system. Works exceptionally fast. Processing speed is Excellent and great for multi tasking.  Overall it can be 5 star, but i take 1 star back because of Camera. It should be better. If you want to take pictures or make videos, please use other gadget like DSLR or your Mobile."
71,05-Feb-2015,HP 10 Tabl,4,Its is a very good tab. Value for money. 1st piece supplied had some net connectivity problem. Flipkart replaced it even after the 30 days guarantee period. The next one is working very good.
